"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","40762","10928283","2.41","90","6.67","0.8","559.59","4681.31","373000","100","20230920","4090","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","239540","312430277","2.61","20","11.1","1","69.08","767.47","76670","100","20231212","821","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","139067","50578837","2.55","70","7.5","0.71","366.69","3858.58","274950","100","20231212","2962","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","36399","39910700","0.22","2","46.63","3.39","19.56","269.23","91200","100","20230307","1057","20230821","867"
"1376","カネコ種苗","東証ST","水産・農林","16282","11772626","2.24","31","10.92","0.67","126.64","2054.79","138300","100","20230404","1709","20230818","1370"
"1377","サカタのタネ","東証PR","水産・農林","183005","47410750","1.42","55","21.4","1.18","180.39","3273.56","386000","100","20230926","4495","20230411","3765"
"1379","ホクト","東証PR","水産・農林","57144","33359040","-","-","77.55","1.08","22.09","1581.13","171300","100","20230131","1902","20231213","1708"
"1380","秋川牧園","東証ST","水産・農林","4309","4179000","0.97","10","42.98","1.97","23.99","522.33","103100","100","20230928","1094","20231220","1024"
"1381","アクシーズ","東証ST","水産・農林","16021","5617500","3.33","95","16.02","0.82","178.07","3480.41","285200","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1722","762000","2.21","50","14.47","2.36","156.23","955.74","226000","100","20230912","4635","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5452","1610500","0.3","10","70.21","2.66","48.21","1273.11","338500","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","8569","8459000","3.95","40","5.51","0.72","183.95","1409.75","101300","100","20230925","1205","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1314","13008600","0","0","10.51","0.52","9.61","194.49","10100","100","20230221","187","20231201","48"
"1401","エムビーエス","東証GR","建設","4392","7732000","1.41","8","11.41","1.3","49.79","435.87","56800","100","20231122","636","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","140154","46027488","1.81","55","16.65","3.94","182.93","771.95","304500","100","20230113","4730","20230818","2324"
"1414","ショーボンドホールディングス","東証PR","建設","349040","56745180","2.08","128","24.31","3.36","253","1829.4","615100","100","20231113","6280","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","191049","103325329","3.52","65","9.75","0.71","189.62","2591.99","184900","100","20230919","2058","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4042","20010529","2.48","5","10.44","0.94","19.35","215.67","20200","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","114141","29455800","4.77","185","12.21","3.68","317.37","1053.29","387500","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9187","12620000","3.43","25","16.85","0.58","43.21","1245.47","72800","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","29720","34760000","3.51","30","14.68","3.05","58.23","280.5","85500","100","20230914","1125","20230117","774"
"1430","ファーストコーポレーション","東証ST","建設","9501","13363540","4.36","31","6.89","1.11","103.21","640.32","71100","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","18121","23292040","0.82","6.4","46.39","5.65","16.77","137.79","77800","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","9170","8990200","1.96","20","46.34","2.39","22.01","427.26","102000","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","5855","6888400","3.53","30","4.85","1.04","175.3","819.24","85000","100","20231225","896","20230104","439"
"1435","Robot_Home","東証ST","不動産","14854","91127000","1.23","2","18.31","1.75","8.9","93.06","16300","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3457","4284200","1.49","12","9.14","0.68","88.33","1180.86","80700","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","4502","3204600","2.14","30","14.96","1.28","93.94","1100.08","140500","100","20230921","1870","20230112","994"
"1439","安江工務店","東証ST","建設","2025","1351560","2.34","35","11.7","1.19","128.03","1261.56","149800","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3394","16237977","0.48","1","10.6","0.33","19.71","626.73","20900","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2764","1088700","0","0","18.79","1.81","135.12","1401.8","253900","100","20230712","2780","20230130","1954"
"1446","キャンディル","東証ST","建設","6140","10734200","1.4","8","22.89","1.95","24.99","293.98","57200","100","20230904","649","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","5748","24152701","0","0","11.49","2.43","20.72","98.08","23800","100","20230221","436","20231226","235"
"1450","田中建設工業","東証ST","建設","8573","4349800","3.7","73","9.07","1.38","217.27","1432.13","197100","100","20230329","2780","20231225","1905"
"1451","KHC","東証ST","建設","2848","4005350","4.92","35","9.22","0.45","77.08","1574.79","71100","100","20230926","769","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8113","289747982","-","-","17.95","1.11","1.56","25.17","2800","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","61425","58892853","1.92","20","9.58","2.16","108.85","482.98","104300","100","20231208","1306","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","88033","16704638","3.21","169","12.52","0.63","420.76","8327.95","527000","100","20231129","5730","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","33928","13064400","3.08","80","2.77","0.51","937.52","5043.25","259700","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2697761","1386667167","3.8","74","7.46","0.58","260.88","3351.88","194550","100","20230928","2368","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","283446","54300076","4.79","250","6.29","0.59","829.81","8890.78","522000","100","20230928","6000","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","60809","28336061","1.77","38","10.02","0.65","214.12","3325.1","214600","100","20230929","2737","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2585","8732773","0","0","-","4.99","-13.74","59.32","29600","100","20230125","376","20231016","215"
"1712","ダイセキ環境ソリューション","東証ST","建設","18173","16827120","0.93","10","11.93","1.15","90.5","940.48","108000","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証ST","建設","15780","12000000","2.66","35","7.94","0.88","165.52","1489.85","131500","100","20230725","1458","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","10208","12775900","4.26","34","12.92","1.98","61.86","403.24","79900","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5443","1153263","3.39","160","7.37","0.34","640.34","13828.84","472000","100","20230731","4795","20230117","3800"
"1719","安藤・間","東証PR","建設","195865","181021197","5.55","60","12.45","1.18","86.89","913.98","108200","100","20230920","1279","20230106","819"
"1720","東急建設","東証PR","建設","83701","106761205","4.59","36","14.47","0.86","54.17","914.5","78400","100","20230920","850","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","412965","133000000","3.38","105","16.27","1.08","190.86","2874.07","310500","100","20231110","3336","20230104","2277"
"1723","日本電技","東証ST","建設","35618","8197500","3.68","160","10.52","1.11","412.85","3926.22","434500","100","20230727","4845","20230104","3090"
