"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","40052","10928283","2.46","90","6.55","0.83","559.88","4436.27","366500","100","20230203","3930","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","209422","312430277","2.98","20","9.7","0.96","69.08","696.72","67030","100","20230712","690","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","125132","50578837","2.83","70","6.75","0.7","366.69","3534.39","247400","100","20230516","2635","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","37077","39910700","0.22","2","306.6","3.56","3.03","261.08","92900","100","20230307","1057","20230714","914"
"1376","カネコ種苗","東証ST","水産・農林","17341","11772626","2.1","31","11.63","0.72","126.64","2053.62","147300","100","20230404","1709","20230711","1391"
"1377","サカタのタネ","東証PR","水産・農林","185139","47410750","1.41","55","21.65","1.26","180.39","3104.4","390500","100","20230104","4330","20230411","3765"
"1379","ホクト","東証PR","水産・農林","61281","33359040","-","-","83.08","1.14","22.11","1609.46","183700","100","20230131","1902","20230413","1805"
"1380","秋川牧園","東証ST","水産・農林","4359","4179000","0.96","10","43.48","2.04","23.99","512.11","104300","100","20230116","1071","20230619","1034"
"1381","アクシーズ","東証ST","水産・農林","16937","5617500","3.15","95","16.93","0.88","178.07","3419.14","301500","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1372","762000","2.78","50","10.47","1.76","171.98","1020.25","180000","100","20230314","2095","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5154","1610500","0.31","10","79.15","2.66","40.43","1201.41","320000","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","7664","8459000","2.21","20","6.93","0.71","130.75","1270.49","90600","100","20230213","972","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1535","13008600","0","0","14.9","0.65","7.92","180.27","11800","100","20230221","187","20230206","98"
"1401","エムビーエス","東証GR","建設","3974","7732000","1.56","8","10.32","1.2","49.79","428.15","51400","100","20230721","574","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","130074","46027488","1.95","55","15.87","4.06","178.05","696.22","282600","100","20230113","4730","20230630","2391"
"1414","ショーボンドホールディングス","東証PR","建設","322767","56745180","2.2","125","23.75","3.18","239.54","1789.41","568800","100","20230510","5920","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","187587","103325329","3.58","65","9.67","0.71","187.68","2573.5","181550","100","20230703","1856","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4062","20010529","2.46","5","15.74","0.96","12.9","211.41","20300","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","103537","29455800","5.26","185","11.08","2.92","317.37","1203.11","351500","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9086","12620000","3.47","25","11.41","0.55","63.08","1308.19","72000","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","30485","34760000","3.42","30","15.05","3.56","58.28","246.18","87700","100","20230210","993","20230117","774"
"1430","ファーストコーポレーション","東証PR","建設","9876","13363540","4.19","31","7.16","1.11","103.21","664.54","73900","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","18540","23292040","0.8","6.4","113.71","5.52","7","144.19","79600","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","9889","8990200","1.82","20","24.37","2.58","45.14","426.47","110000","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","4448","6842800","4.62","30","3.55","0.79","183.13","827.18","65000","100","20230726","670","20230104","439"
"1435","Robot_Home","東証PR","建設","18225","91127000","1","2","22.47","2.2","8.9","91.11","20000","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3809","4284200","1.35","12","10.06","0.76","88.33","1165.72","88900","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","4454","3204600","1.8","25","15.52","1.3","89.59","1065.46","139000","100","20230511","1445","20230112","994"
"1439","安江工務店","東証ST","建設","1675","1350760","2.42","30","12.01","1.05","103.29","1183.65","124000","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3735","16237977","0.43","1","11.67","0.39","19.71","587.33","23000","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2861","1088700","0","0","23.21","1.9","113.25","1381.19","262800","100","20230712","2780","20230130","1954"
"1446","キャンディル","東証ST","建設","6473","10734200","1","6","40.96","2.07","14.72","292","60300","100","20230726","605","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","9033","24152701","0","0","18.05","3.29","20.72","113.84","37400","100","20230221","436","20230106","358"
"1450","田中建設工業","東証ST","建設","10174","4349800","3.12","73","10.77","1.64","217.27","1429.41","233900","100","20230329","2780","20230515","2150"
"1451","KHC","東証ST","建設","2724","4005350","5.15","35","8.8","0.44","77.24","1549.17","68000","100","20230706","684","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8692","289747982","-","-","18.4","1.2","1.63","24.9","3000","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","20789","58892853","2.12","7.5","5.22","1.05","67.65","335.34","35300","100","20230124","464","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","81268","16704638","2.06","100","14.72","0.61","330.6","7955.03","486500","100","20230725","5010","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","34137","13064400","3.06","80","3.09","0.61","846.57","4292.78","261300","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2527894","1386667167","3.51","64","7.94","0.61","229.71","2986.33","182300","100","20230725","1864","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","262269","54300076","4.14","200","7.7","0.62","627","7849.18","483000","100","20230307","5230","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","63501","28336061","1.52","34","13.87","0.7","161.6","3206.3","224100","100","20230619","2555","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2349","8732773","0","0","-","4.3","-13.74","62.61","26900","100","20230125","376","20230516","242"
"1712","ダイセキ環境ソリューション","東証PR","建設","22717","16827120","0.74","10","19.28","1.49","70.02","906.87","135000","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証PR","建設","17256","12000000","2.02","29","10.72","1.01","134.16","1422.19","143800","100","20230725","1458","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","9889","12775900","4.13","32","13.32","1.94","58.12","399.63","77400","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5472","1153263","3.37","160","8.65","0.35","548.86","13663.78","474500","100","20230623","4785","20230117","3800"
"1719","安藤・間","東証PR","建設","203468","181021197","5.34","60","12.93","1.25","86.92","897.84","112400","100","20230726","1128","20230106","819"
"1720","東急建設","東証PR","建設","81139","106761205","4.74","36","19.97","0.84","38.05","905.99","76000","100","20230511","761","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","374728","133000000","3.73","105","14.8","1","190.43","2824.12","281750","100","20230523","2869","20230104","2277"
"1723","日本電技","東証ST","建設","38159","8197500","3.44","160","11.65","1.2","399.48","3879.63","465500","100","20230725","4760","20230104","3090"
